================================================================================
RELATÓRIO DE SEPARAÇÃO DE DATASET
================================================================================
Data/Hora: 2026-02-13 16:38:13

RESUMO GERAL
  ✓ RLC2_00_20260111213958_baia7_RLC2.jpg
  ✓ RLC2_00_20260111214500_baia7_RLC2.jpg
  ✓ RLC2_00_20260111215804_baia7_RLC2.jpg
  ✓ RLC2_00_20260111221108_baia7_RLC2.jpg
  ✓ RLC2_00_20260111222813_baia9_RLC2.jpg
  ✓ RLC2_00_20260111223114_baia9_RLC2.jpg
  ✓ RLC2_00_20260111223214_baia9_RLC2.jpg
  ✓ RLC2_00_20260111223415_baia9_RLC2.jpg
  ✓ RLC2_00_20260112062719_baia7_RLC2.jpg
  ✓ RLC2_00_20260112063020_baia7_RLC2.jpg
  ✓ RLC2_00_20260112215726_baia5_RLC2.jpg
  ✓ RLC2_00_20260112220428_baia7_RLC2.jpg
  ✓ RLC2_00_20260112223537_baia8_RLC2.jpg
  ✓ RLC2_00_20260113060312_baia9_RLC2.jpg
  ✓ RLC2_00_20260113060413_baia9_RLC2.jpg
  ✓ RLC2_00_20260113060513_baia9_RLC2.jpg
  ✓ RLC2_00_20260113060613_baia9_RLC2.jpg
  ✓ RLC2_00_20260113061015_baia9_RLC2.jpg
  ✓ RLC2_00_20260113061717_baia7_RLC2.jpg
  ✓ RLC2_00_20260113061817_baia7_RLC2.jpg
  ✓ RLC2_00_20260113061918_baia7_RLC2.jpg
  ✓ RLC2_00_20260113062720_baia7_RLC2.jpg
  ✓ RLC2_00_20260113063021_baia7_RLC2.jpg
  ✓ RLC2_00_20260113063523_baia7_RLC2.jpg
  ✓ RLC2_00_20260113064325_baia7_RLC2.jpg
  ✓ RLC2_00_20260113064425_baia7_RLC2.jpg
  ✓ RLC2_00_20260113065228_baia7_RLC2.jpg
  ✓ RLC2_00_20260113065328_baia7_RLC2.jpg
  ✓ RLC2_00_20260113065428_baia7_RLC2.jpg
  ✓ RLC2_00_20260113065529_baia9_RLC2.jpg
  ✓ RLC2_00_20260113214504_baia9_RLC2.jpg
  ✓ RLC2_00_20260113214804_baia9_RLC2.jpg
  ✓ RLC2_00_20260113214905_baia9_RLC2.jpg
  ✓ RLC2_00_20260113215005_baia9_RLC2.jpg
  ✓ RLC2_00_20260113222014_baia9_RLC2.jpg
  ✓ RLC2_00_20260113222215_baia8_RLC2.jpg
  ✓ RLC2_00_20260113222215_baia9_RLC2.jpg
  ✓ RLC2_00_20260114062319_baia7_RLC2.jpg
  ✓ RLC2_00_20260114062519_baia7_RLC2.jpg
  ✓ RLC2_00_20260114062619_baia7_RLC2.jpg
  ✓ RLC2_00_20260114063021_baia7_RLC2.jpg
  ✓ RLC2_00_20260114064124_baia9_RLC2.jpg
  ✓ RLC2_00_20260114064525_baia9_RLC2.jpg
  ✓ RLC2_00_20260114064826_baia9_RLC2.jpg
  ✓ RLC2_00_20260114064927_baia9_RLC2.jpg
  ✓ RLC2_00_20260114065027_baia9_RLC2.jpg
  ✓ RLC2_00_20260114065228_baia9_RLC2.jpg
  ✓ RLC2_00_20260114215835_baia8_RLC2.jpg
  ✓ RLC2_00_20260114220036_baia8_RLC2.jpg
  ✓ RLC2_00_20260114220136_baia8_RLC2.jpg
  ✓ RLC2_00_20260114220236_baia8_RLC2.jpg
  ✓ RLC2_00_20260114220337_baia7_RLC2.jpg
  ✓ RLC2_00_20260114220337_baia8_RLC2.jpg
  ✓ RLC2_00_20260114220437_baia8_RLC2.jpg
  ✓ RLC2_00_20260115064546_baia8_RLC2.jpg
  ✓ RLC2_00_20260115151203_baia7_RLC2.jpg
  ✓ RLC2_00_20260115151303_baia7_RLC2.jpg
  ✓ RLC2_00_20260115221032_baia7_RLC2.jpg
  ✓ RLC2_00_20260115221232_baia7_RLC2.jpg
  ✓ RLC2_00_20260115221733_baia7_RLC2.jpg
  ✓ RLC2_00_20260115222636_baia8_RLC2.jpg
  ✓ RLC2_00_20260115224342_baia8_RLC2.jpg
  ✓ RLC2_00_20260115224643_baia8_RLC2.jpg
  ✓ RLC2_00_20260115224643_baia9_RLC2.jpg
  ✓ RLC2_00_20260115224843_baia8_RLC2.jpg
  ✓ RLC2_00_20260115224843_baia9_RLC2.jpg
  ✓ RLC3_00_20260101064525_baia4_RLC3.jpg
  ✓ RLC3_00_20260101150702_baia4_RLC3.jpg
  ✓ RLC3_00_20260101150802_baia4_RLC3.jpg
  ✓ RLC3_00_20260101214714_baia6_RLC3.jpg
  ✓ RLC3_00_20260101214814_baia6_RLC3.jpg
  ✓ RLC3_00_20260101221723_baia6_RLC3.jpg
  ✓ RLC3_00_20260102062419_baia4_RLC3.jpg
  ✓ RLC3_00_20260102063923_baia4_RLC3.jpg
  ✓ RLC3_00_20260102064225_baia4_RLC3.jpg
  ✓ RLC3_00_20260102064525_baia4_RLC3.jpg
  ✓ RLC3_00_20260102065829_baia4_RLC3.jpg
  ✓ RLC3_00_20260102150200_baia4_RLC3.jpg
  ✓ RLC3_00_20260102150200_baia6_RLC3.jpg
  ✓ RLC3_00_20260102150501_baia6_RLC3.jpg
  ✓ RLC3_00_20260102213411_baia4_RLC3.jpg
  ✓ RLC3_00_20260102213511_baia4_RLC3.jpg
  ✓ RLC3_00_20260102213912_baia4_RLC3.jpg
  ✓ RLC3_00_20260102220521_baia5_RLC3.jpg
  ✓ RLC3_00_20260102220622_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221023_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221324_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221424_baia4_RLC3.jpg
  ✓ RLC3_00_20260102221424_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221524_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221625_baia4_RLC3.jpg
  ✓ RLC3_00_20260102221625_baia5_RLC3.jpg
  ✓ RLC3_00_20260102221725_baia4_RLC3.jpg
  ✓ RLC3_00_20260102221725_baia5_RLC3.jpg
  ✓ RLC3_00_20260103062519_baia5_RLC3.jpg
  ✓ RLC3_00_20260103062619_baia4_RLC3.jpg
  ✓ RLC3_00_20260103062920_baia5_RLC3.jpg
  ✓ RLC3_00_20260103063020_baia4_RLC3.jpg
  ✓ RLC3_00_20260103063020_baia5_RLC3.jpg
  ✓ RLC3_00_20260103063121_baia4_RLC3.jpg
  ✓ RLC3_00_20260103063221_baia4_RLC3.jpg
  ✓ RLC3_00_20260103063321_baia5_RLC3.jpg
  ✓ RLC3_00_20260103064625_baia3_RLC3.jpg
  ✓ RLC3_00_20260103064726_baia3_RLC3.jpg
  ✓ RLC3_00_20260103064726_baia5_RLC3.jpg
  ✓ RLC3_00_20260103064826_baia5_RLC3.jpg
  ✓ RLC3_00_20260103065227_baia3_RLC3.jpg
  ✓ RLC3_00_20260103065428_baia5_RLC3.jpg
  ✓ RLC3_00_20260103214059_baia5_RLC3.jpg
  ✓ RLC3_00_20260103220907_baia5_RLC3.jpg
  ✓ RLC3_00_20260105214013_baia4_RLC3.jpg
  ✓ RLC3_00_20260106063422_baia5_RLC3.jpg
  ✓ RLC3_00_20260106063623_baia4_RLC3.jpg
  ✓ RLC3_00_20260106063924_baia4_RLC3.jpg
  ✓ RLC3_00_20260106064024_baia5_RLC3.jpg
  ✓ RLC3_00_20260106064124_baia5_RLC3.jpg
  ✓ RLC3_00_20260106221225_baia5_RLC3.jpg
  ✓ RLC3_00_20260106221525_baia5_RLC3.jpg
  ✓ RLC3_00_20260106221726_baia5_RLC3.jpg
  ✓ RLC3_00_20260107061214_baia5_RLC3.jpg
  ✓ RLC3_00_20260107061315_baia5_RLC3.jpg
  ✓ RLC3_00_20260107061716_baia5_RLC3.jpg
  ✓ RLC3_00_20260107063120_baia4_RLC3.jpg
  ✓ RLC3_00_20260107063120_baia6_RLC3.jpg
  ✓ RLC3_00_20260107064825_baia5_RLC3.jpg
  ✓ RLC3_00_20260107215419_baia4_RLC3.jpg
  ✓ RLC3_00_20260107215519_baia5_RLC3.jpg
  ✓ RLC3_00_20260107215720_baia4_RLC3.jpg
  ✓ RLC3_00_20260107215920_baia4_RLC3.jpg
  ✓ RLC3_00_20260107220121_baia5_RLC3.jpg
  ✓ RLC3_00_20260107220221_baia5_RLC3.jpg
  ✓ RLC3_00_20260107221424_baia4_RLC3.jpg
  ✓ RLC3_00_20260107221424_baia5_RLC3.jpg
  ✓ RLC3_00_20260108062520_baia5_RLC3.jpg
  ✓ RLC3_00_20260108220725_baia5_RLC3.jpg
  ✓ RLC3_00_20260108221026_baia4_RLC3.jpg
  ✓ RLC3_00_20260109065027_baia5_RLC3.jpg
  ✓ RLC3_00_20260109065127_baia4_RLC3.jpg
  ✓ RLC3_00_20260109065127_baia5_RLC3.jpg
  ✓ RLC3_00_20260109065227_baia5_RLC3.jpg
  ✓ RLC3_00_20260109065528_baia5_RLC3.jpg
  ✓ RLC3_00_20260109150000_baia6_RLC3.jpg
  ✓ RLC3_00_20260109150100_baia6_RLC3.jpg
  ✓ RLC3_00_20260109150301_baia4_RLC3.jpg
  ✓ RLC3_00_20260109214635_baia4_RLC3.jpg
  ✓ RLC3_00_20260109214836_baia5_RLC3.jpg
  ✓ RLC3_00_20260109215037_baia5_RLC3.jpg
  ✓ RLC3_00_20260109220541_baia6_RLC3.jpg
  ✓ RLC3_00_20260109221645_baia6_RLC3.jpg
  ✓ RLC3_00_20260109222046_baia6_RLC3.jpg
  ✓ RLC3_00_20260109222347_baia6_RLC3.jpg
  ✓ RLC3_00_20260110064926_baia5_RLC3.jpg
  ✓ RLC3_00_20260110065127_baia5_RLC3.jpg
  ✓ RLC3_00_20260110065228_baia4_RLC3.jpg
  ✓ RLC3_00_20260110065729_baia5_RLC3.jpg
  ✓ RLC3_00_20260110212217_baia5_RLC3.jpg
  ✓ RLC3_00_20260110212657_baia5_RLC3.jpg
  ✓ RLC3_00_20260110215706_baia5_RLC3.jpg
  ✓ RLC3_00_20260110215806_baia5_RLC3.jpg
  ✓ RLC3_00_20260110215907_baia6_RLC3.jpg
  ✓ RLC3_00_20260110220007_baia5_RLC3.jpg
  ✓ RLC3_00_20260110220208_baia6_RLC3.jpg
  ✓ RLC3_00_20260111065800_baia5_RLC3.jpg
  ✓ RLC3_00_20260111141956_baia1_RLC3.jpg
  ✓ RLC3_00_20260111222213_baia4_RLC3.jpg
  ✓ RLC3_00_20260111222307_baia7_RLC3.jpg
  ✓ RLC3_00_20260112062418_baia4_RLC3.jpg
  ✓ RLC3_00_20260112064023_baia4_RLC3.jpg
  ✓ RLC3_00_20260112144708_baia6_RLC3.jpg
  ✓ RLC3_00_20260112150000_baia4_RLC3.jpg
  ✓ RLC3_00_20260112214622_baia5_RLC3.jpg
  ✓ RLC3_00_20260112215223_baia5_RLC3.jpg
  ✓ RLC3_00_20260112221731_baia5_RLC3.jpg
  ✓ RLC3_00_20260112222232_baia6_RLC3.jpg
  ✓ RLC3_00_20260112223436_baia4_RLC3.jpg
  ✓ RLC3_00_20260112223637_baia4_RLC3.jpg
  ✓ RLC3_00_20260113061716_baia6_RLC3.jpg
  ✓ RLC3_00_20260113061916_baia4_RLC3.jpg
  ✓ RLC3_00_20260113062117_baia5_RLC3.jpg
  ✓ RLC3_00_20260113062518_baia4_RLC3.jpg
  ✓ RLC3_00_20260113062619_baia5_RLC3.jpg
  ✓ RLC3_00_20260113065226_baia5_RLC3.jpg
  ✓ RLC3_00_20260113065527_baia5_RLC3.jpg
  ✓ RLC3_00_20260113065928_baia5_RLC3.jpg
  ✓ RLC3_00_20260113214401_baia6_RLC3.jpg
  ✓ RLC3_00_20260113214502_baia6_RLC3.jpg
  ✓ RLC3_00_20260113215304_baia6_RLC3.jpg
  ✓ RLC3_00_20260113221110_baia6_RLC3.jpg
  ✓ RLC3_00_20260113222012_baia4_RLC3.jpg
  ✓ RLC3_00_20260113222213_baia4_RLC3.jpg
  ✓ RLC3_00_20260114063119_baia12_RLC3.jpg
  ✓ RLC3_00_20260114063220_baia4_RLC3.jpg
  ✓ RLC3_00_20260114064022_baia6_RLC3.jpg
  ✓ RLC3_00_20260114064123_baia6_RLC3.jpg
  ✓ RLC3_00_20260114064223_baia5_RLC3.jpg
  ✓ RLC3_00_20260114064424_baia6_RLC3.jpg
  ✓ RLC3_00_20260114064825_baia6_RLC3.jpg
  ✓ RLC3_00_20260114065126_baia6_RLC3.jpg
  ✓ RLC3_00_20260114065226_baia6_RLC3.jpg
  ✓ RLC3_00_20260114150200_baia4_RLC3.jpg
  ✓ RLC3_00_20260114150301_baia4_RLC3.jpg
  ✓ RLC3_00_20260114220436_baia4_RLC3.jpg
  ✓ RLC3_00_20260114221138_baia6_RLC3.jpg
  ✓ RLC3_00_20260114221439_baia6_RLC3.jpg
  ✓ RLC3_00_20260114223244_baia4_RLC3.jpg
  ✓ RLC3_00_20260114223345_baia4_RLC3.jpg
  ✓ RLC3_00_20260115061054_baia5_RLC3.jpg
  ✓ RLC3_00_20260115061436_baia5_RLC3.jpg
  ✓ RLC3_00_20260115061436_baia6_RLC3.jpg
  ✓ RLC3_00_20260115061838_baia5_RLC3.jpg
  ✓ RLC3_00_20260115061838_baia6_RLC3.jpg
  ✓ RLC3_00_20260115062139_baia5_RLC3.jpg
  ✓ RLC3_00_20260115062239_baia5_RLC3.jpg
  ✓ RLC3_00_20260115062841_baia5_RLC3.jpg
  ✓ RLC3_00_20260115064917_baia5_RLC3.jpg
  ✓ RLC3_00_20260115065650_baia5_RLC3.jpg
  ✓ RLC3_00_20260115065750_baia5_RLC3.jpg
  ✓ RLC3_00_20260115150702_baia5_RLC3.jpg
  ✓ RLC3_00_20260115222636_baia6_RLC3.jpg
  ✓ RLC3_00_20260115222937_baia5_RLC3.jpg
  ✓ RLC3_00_20260115223439_baia5_RLC3.jpg
  ✓ RLC3_00_20260115223439_baia6_RLC3.jpg
  ✓ RLC3_00_20260115224241_baia4_RLC3.jpg
  ✓ RLC4_00_20260101065706_baia3_RLC4.jpg
  ✓ RLC4_00_20260101065907_baia1_RLC4.jpg
  ✓ RLC4_00_20260101065907_baia3_RLC4.jpg
  ✓ RLC4_00_20260101150702_baia1_RLC4.jpg
  ✓ RLC4_00_20260101215516_baia2_RLC4.jpg
  ✓ RLC4_00_20260101220118_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220218_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220318_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220419_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220519_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220619_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220720_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220820_baia1_RLC4.jpg
  ✓ RLC4_00_20260101220920_baia1_RLC4.jpg
  ✓ RLC4_00_20260101221722_baia3_RLC4.jpg
  ✓ RLC4_00_20260102062820_baia4_RLC4.jpg
  ✓ RLC4_00_20260102063120_baia4_RLC4.jpg
  ✓ RLC4_00_20260102064124_baia1_RLC4.jpg
  ✓ RLC4_00_20260102064324_baia3_RLC4.jpg
  ✓ RLC4_00_20260102064425_baia1_RLC4.jpg
  ✓ RLC4_00_20260102064525_baia3_RLC4.jpg
  ✓ RLC4_00_20260102220521_baia2_RLC4.jpg
  ✓ RLC4_00_20260103062719_baia1_RLC4.jpg
  ✓ RLC4_00_20260103213900_baia12_RLC4.jpg
  ✓ RLC4_00_20260103215906_baia1_RLC4.jpg
  ✓ RLC4_00_20260103221110_baia1_RLC4.jpg
  ✓ RLC4_00_20260104064957_baia3_RLC4.jpg
  ✓ RLC4_00_20260106061217_baia3_RLC4.jpg
  ✓ RLC4_00_20260106061317_baia3_RLC4.jpg
  ✓ RLC4_00_20260106061618_baia3_RLC4.jpg
  ✓ RLC4_00_20260106063222_baia2_RLC4.jpg
  ✓ RLC4_00_20260106213413_baia1_RLC4.jpg
  ✓ RLC4_00_20260106214416_baia2_RLC4.jpg
  ✓ RLC4_00_20260106214617_baia2_RLC4.jpg
  ✓ RLC4_00_20260106214617_baia3_RLC4.jpg
  ✓ RLC4_00_20260106214717_baia2_RLC4.jpg
  ✓ RLC4_00_20260106214717_baia3_RLC4.jpg
  ✓ RLC4_00_20260106214817_baia2_RLC4.jpg
  ✓ RLC4_00_20260106214918_baia3_RLC4.jpg
  ✓ RLC4_00_20260107062821_baia3_RLC4.jpg
  ✓ RLC4_00_20260107063022_baia3_RLC4.jpg
  ✓ RLC4_00_20260107063623_baia3_RLC4.jpg
  ✓ RLC4_00_20260107064025_baia3_RLC4.jpg
  ✓ RLC4_00_20260107150501_baia3_RLC4.jpg
  ✓ RLC4_00_20260107150601_baia3_RLC4.jpg
  ✓ RLC4_00_20260107150702_baia3_RLC4.jpg
  ✓ RLC4_00_20260107222428_baia2_RLC4.jpg
  ✓ RLC4_00_20260108150602_baia2_RLC4.jpg
  ✓ RLC4_00_20260108151003_baia3_RLC4.jpg
  ✓ RLC4_00_20260108151103_baia3_RLC4.jpg
  ✓ RLC4_00_20260108151304_baia3_RLC4.jpg
  ✓ RLC4_00_20260108151404_baia3_RLC4.jpg
  ✓ RLC4_00_20260108213715_baia2_RLC4.jpg
  ✓ RLC4_00_20260108215019_baia2_RLC4.jpg
  ✓ RLC4_00_20260108215721_baia2_RLC4.jpg
  ✓ RLC4_00_20260109063222_baia2_RLC4.jpg
  ✓ RLC4_00_20260109063423_baia2_RLC4.jpg
  ✓ RLC4_00_20260109064125_baia2_RLC4.jpg
  ✓ RLC4_00_20260109065027_baia2_RLC4.jpg
  ✓ RLC4_00_20260109065128_baia1_RLC4.jpg
  ✓ RLC4_00_20260109065228_baia2_RLC4.jpg
  ✓ RLC4_00_20260109065429_baia1_RLC4.jpg
  ✓ RLC4_00_20260109150000_baia3_RLC4.jpg
  ✓ RLC4_00_20260109150200_baia2_RLC4.jpg
  ✓ RLC4_00_20260109150301_baia3_RLC4.jpg
  ✓ RLC4_00_20260109150401_baia2_RLC4.jpg
  ✓ RLC4_00_20260109150401_baia3_RLC4.jpg
  ✓ RLC4_00_20260110063222_baia3_RLC4.jpg
  ✓ RLC4_00_20260110150301_baia3_RLC4.jpg
  ✓ RLC4_00_20260110214101_baia2_RLC4.jpg
  ✓ RLC4_00_20260110215706_baia3_RLC4.jpg
  ✓ RLC4_00_20260110215806_baia3_RLC4.jpg
  ✓ RLC4_00_20260110220007_baia3_RLC4.jpg
  ✓ RLC4_00_20260110220107_baia3_RLC4.jpg
  ✓ RLC4_00_20260110220709_baia3_RLC4.jpg
  ✓ RLC4_00_20260110220909_baia3_RLC4.jpg
  ✓ RLC4_00_20260110221611_baia3_RLC4.jpg
  ✓ RLC4_00_20260110222414_baia1_RLC4.jpg
  ✓ RLC4_00_20260111064255_baia2_RLC4.jpg
  ✓ RLC4_00_20260111064356_baia2_RLC4.jpg
  ✓ RLC4_00_20260111220203_baia2_RLC4.jpg
  ✓ RLC4_00_20260111220203_baia3_RLC4.jpg
  ✓ RLC4_00_20260112061615_baia3_RLC4.jpg
  ✓ RLC4_00_20260112061716_baia3_RLC4.jpg
  ✓ RLC4_00_20260112065627_baia1_RLC4.jpg
  ✓ RLC4_00_20260112150903_baia2_RLC4.jpg
  ✓ RLC4_00_20260113061716_baia2_RLC4.jpg
  ✓ RLC4_00_20260113062118_baia2_RLC4.jpg
  ✓ RLC4_00_20260113062720_baia2_RLC4.jpg
  ✓ RLC4_00_20260113065228_baia1_RLC4.jpg
  ✓ RLC4_00_20260113065228_baia3_RLC4.jpg
  ✓ RLC4_00_20260113065829_baia3_RLC4.jpg
  ✓ RLC4_00_20260113150501_baia1_RLC4.jpg
  ✓ RLC4_00_20260113150602_baia1_RLC4.jpg
  ✓ RLC4_00_20260113150702_baia1_RLC4.jpg
  ✓ RLC4_00_20260113150802_baia1_RLC4.jpg
  ✓ RLC4_00_20260113150903_baia1_RLC4.jpg
  ✓ RLC4_00_20260113151003_baia1_RLC4.jpg
  ✓ RLC4_00_20260113213256_baia3_RLC4.jpg
  ✓ RLC4_00_20260113213457_baia3_RLC4.jpg
  ✓ RLC4_00_20260113213558_baia3_RLC4.jpg
  ✓ RLC4_00_20260113213758_baia3_RLC4.jpg
  ✓ RLC4_00_20260113220406_baia2_RLC4.jpg
  ✓ RLC4_00_20260113222111_baia3_RLC4.jpg
  ✓ RLC4_00_20260113222312_baia3_RLC4.jpg
  ✓ RLC4_00_20260113223515_baia3_RLC4.jpg
  ✓ RLC4_00_20260114062219_baia2_RLC4.jpg
  ✓ RLC4_00_20260114063222_baia2_RLC4.jpg
  ✓ RLC4_00_20260114063422_baia2_RLC4.jpg
  ✓ RLC4_00_20260114064124_baia3_RLC4.jpg
  ✓ RLC4_00_20260114064626_baia3_RLC4.jpg
  ✓ RLC4_00_20260114065127_baia3_RLC4.jpg
  ✓ RLC4_00_20260114065227_baia3_RLC4.jpg
  ✓ RLC4_00_20260114150000_baia1_RLC4.jpg
  ✓ RLC4_00_20260114150200_baia1_RLC4.jpg
  ✓ RLC4_00_20260114220034_baia2_RLC4.jpg
  ✓ RLC4_00_20260114222943_baia2_RLC4.jpg
  ✓ RLC4_00_20260114223845_baia3_RLC4.jpg
  ✓ RLC4_00_20260114224146_baia1_RLC4.jpg
  ✓ RLC4_00_20260114224246_baia3_RLC4.jpg
  ✓ RLC4_00_20260114224447_baia1_RLC4.jpg
  ✓ RLC4_00_20260115061055_baia3_RLC4.jpg
  ✓ RLC4_00_20260115061436_baia3_RLC4.jpg
  ✓ RLC4_00_20260115061536_baia2_RLC4.jpg
  ✓ RLC4_00_20260115061637_baia3_RLC4.jpg
  ✓ RLC4_00_20260115061837_baia3_RLC4.jpg
  ✓ RLC4_00_20260115061938_baia2_RLC4.jpg
  ✓ RLC4_00_20260115062239_baia2_RLC4.jpg
  ✓ RLC4_00_20260115152006_baia1_RLC4.jpg
  ✓ RLC4_00_20260115221133_baia3_RLC4.jpg
  ✓ RLC4_00_20260115221334_baia3_RLC4.jpg
  ✓ RLC4_00_20260115221635_baia3_RLC4.jpg
  ✓ RLC4_00_20260115221835_baia3_RLC4.jpg
  ✓ RLC4_00_20260115221936_baia3_RLC4.jpg
  ✓ RLC4_00_20260115222136_baia2_RLC4.jpg
  ✓ RLC4_00_20260115222838_baia1_RLC4.jpg
  ✓ RLC4_00_20260115223039_baia1_RLC4.jpg
  ✓ RLC4_00_20260115225948_baia1_RLC4.jpg
  ✓ RLC4_00_20260115230048_baia1_RLC4.jpg

ARQUIVOS TEST
--------------------------------------------------------------------------------
Total: 150 arquivos

  ✓ 20260104_061903_baia22_VIPWX.jpg
  ✓ 20260104_064414_baia14_IPC3.jpg
  ✓ 20260104_064611_baia17_IPC1.jpg
  ✓ 20260104_065412_baia21_IPC2.jpg
  ✓ 20260104_065507_baia16_IPC1.jpg
  ✓ 20260104_065511_baia21_IPC2.jpg
  ✓ 20260104_065604_baia24_VIPWX.jpg
  ✓ 20260104_065611_baia19_IPC2.jpg
  ✓ 20260104_065614_baia14_IPC3.jpg
  ✓ 20260104_065714_baia21_IPC2.jpg
  ✓ 20260104_065920_baia14_IPC3.jpg
  ✓ 20260104_070111_baia19_IPC2.jpg
  ✓ 20260104_070220_baia21_IPC2.jpg
  ✓ 20260104_070311_baia21_IPC2.jpg
  ✓ 20260104_070314_baia14_IPC3.jpg
  ✓ 20260104_070408_baia16_IPC1.jpg
  ✓ 20260104_071214_baia13_IPC3.jpg
  ✓ 20260104_071504_baia22_VIPWX.jpg
  ✓ 20260104_071704_baia22_VIPWX.jpg
  ✓ 20260104_071908_baia18_IPC1.jpg
  ✓ 20260104_072813_baia18_IPC2.jpg
  ✓ 20260104_072913_baia14_IPC3.jpg
  ✓ 20260104_073112_baia17_IPC1.jpg
  ✓ 20260104_140406_baia23_VIPWX.jpg
  ✓ 20260104_142030_baia13_IPC3.jpg
  ✓ 20260104_143616_baia21_IPC2.jpg
  ✓ 20260104_144311_baia21_IPC2.jpg
  ✓ 20260104_150412_baia17_IPC1.jpg
  ✓ 20260104_150412_baia18_IPC1.jpg
  ✓ 20260104_150418_baia13_IPC3.jpg
  ✓ 20260104_150508_baia18_IPC1.jpg
  ✓ 20260104_150607_baia18_IPC1.jpg
  ✓ 20260104_150611_baia19_IPC2.jpg
  ✓ 20260104_150707_baia18_IPC1.jpg
  ✓ 20260104_150907_baia18_IPC1.jpg
  ✓ 20260104_213715_baia14_IPC3.jpg
  ✓ 20260104_213906_baia16_IPC1.jpg
  ✓ 20260104_213906_baia17_IPC1.jpg
  ✓ 20260104_214011_baia19_IPC2.jpg
  ✓ 20260104_214308_baia17_IPC1.jpg
  ✓ 20260104_214315_baia14_IPC3.jpg
  ✓ 20260104_214411_baia23_VIPWX.jpg
  ✓ 20260104_214415_baia16_IPC1.jpg
  ✓ 20260104_214613_baia24_VIPWX.jpg
  ✓ 20260104_215404_baia24_VIPWX.jpg
  ✓ 20260104_215714_baia15_IPC3.jpg
  ✓ 20260104_215914_baia24_VIPWX.jpg
  ✓ 20260104_220611_baia21_IPC2.jpg
  ✓ 20260104_221119_baia21_IPC2.jpg
  ✓ 20260104_221510_baia21_IPC2.jpg
  ✓ 20260104_221710_baia19_IPC2.jpg
  ✓ 20260104_222404_baia21_VIPWX.jpg
  ✓ 20260104_222617_baia14_IPC3.jpg
  ✓ 20260104_222814_baia18_IPC2.jpg
  ✓ 20260104_222817_baia14_IPC3.jpg
  ✓ 20260105_062019_baia21_IPC2.jpg
  ✓ 20260105_063004_baia24_VIPWX.jpg
  ✓ 20260105_063321_baia14_IPC3.jpg
  ✓ 20260105_063515_baia14_IPC3.jpg
  ✓ 20260105_064014_baia14_IPC3.jpg
  ✓ 20260105_065005_baia22_VIPWX.jpg
  ✓ 20260105_065204_baia22_VIPWX.jpg
  ✓ 20260105_065311_baia19_IPC2.jpg
  ✓ 20260105_070003_baia24_VIPWX.jpg
  ✓ 20260105_070512_baia16_IPC1.jpg
  ✓ 20260105_070904_baia23_VIPWX.jpg
  ✓ 20260105_071007_baia16_IPC1.jpg
  ✓ 20260105_071107_baia16_IPC1.jpg
  ✓ 20260105_071508_baia16_IPC1.jpg
  ✓ 20260105_071707_baia16_IPC1.jpg
  ✓ 20260105_071707_baia17_IPC1.jpg
  ✓ 20260105_072817_baia13_IPC3.jpg
  ✓ 20260105_073012_baia17_IPC1.jpg
  ✓ 20260105_142512_baia20_IPC2.jpg
  ✓ 20260105_143822_baia20_IPC2.jpg
  ✓ 20260105_144111_baia21_IPC2.jpg
  ✓ 20260105_145604_baia23_VIPWX.jpg
  ✓ 20260105_145607_baia16_IPC1.jpg
  ✓ 20260105_145915_baia13_IPC3.jpg
  ✓ 20260105_150019_baia16_IPC1.jpg
  ✓ 20260105_150506_baia23_VIPWX.jpg
  ✓ 20260105_151416_baia15_IPC3.jpg
  ✓ 20260105_211608_baia22_VIPWX.jpg
  ✓ 20260105_212204_baia22_VIPWX.jpg
  ✓ 20260105_213328_baia19_IPC2.jpg
  ✓ 20260105_213331_baia13_IPC3.jpg
  ✓ 20260105_213504_baia24_VIPWX.jpg
  ✓ 20260105_214630_baia17_IPC1.jpg
  ✓ 20260105_214826_baia18_IPC1.jpg
  ✓ 20260105_214934_baia17_IPC1.jpg
  ✓ 20260105_215141_baia17_IPC1.jpg
  ✓ 20260105_215242_baia14_IPC3.jpg
  ✓ 20260105_215328_baia17_IPC1.jpg
  ✓ 20260105_215424_baia17_IPC1.jpg
  ✓ 20260105_222024_baia15_IPC1.jpg
  ✓ 20260105_222524_baia16_IPC1.jpg
  ✓ RLC1_00_20260104062844_baia12_RLC1.jpg
  ✓ RLC1_00_20260104065151_baia10_RLC1.jpg
  ✓ RLC1_00_20260104065652_baia11_RLC1.jpg
  ✓ RLC1_00_20260104072200_baia12_RLC1.jpg
